town.id,gis.name,gis.join,year,cbsa,state.name,co.pre100pct,co.pub.pre100pct,co.priv.pre100pct,co.bwf.pre100pct,nn5.co.pre100pct,nn10.co.pre100pct,co.pre100,co.pub.pre100,co.priv.pre100,co.bwf.pre100,nn5.co.pre100,nn10.co.pre100,l5.co.pre100,l5.co.pub.pre100,l5.co.priv.pre100,l5.co.bwf.pre100,l5.nn5.co.pre100,l5.nn10.co.pre100,unemp.r.pre,emp.n.pre,labf.n.pre,i.units.pre,r.units.pre,ln.unempr.pre,ln.emp.n.pre,ln.labf.n.pre,ln.r.units.pre,mhhi.ia.pre,ln.mhhi.ia.pre,agricu.pre,arts.pre,ln.agricu.pre,ln.arts.pre,popcen.pre,ln.popcen.pre,for.pct,agg.pct,hiden.pct,loden.pct,other.pct,ndata.pct,urban90,suburb90,exurb90,rural90,ctydist100,ctydist30,ln.ctydist100,ln.ctydist30,ln.pop.cen90
145,Union,G090013077830,2005,25540,Connecticut,49.52596664,32.03359985,17.49236298,0,21.90228081,24.0311718,3.922487497,3.497525215,2.917357922,0,3.131236553,3.220121861,3.913197756,3.496960878,2.892802715,0,3.066696644,3.164090872,2.559999943,427.7999878,439,26,25,1.269760489,6.06099081,6.086774826,3.258096457,NA,NA,NA,NA,NA,NA,NA,NA,88.83426799,2.162370179,0.507970581,2.098291321,6.406720697,0,0,0,0,1,34.0651,32.4927,3.557206392,3.511327505,6.418365002
145,Union,G090013077830,2010,25540,Connecticut,53.08991623,32.44021225,20.64970207,0,22.61492157,24.98373795,3.990647793,3.509759188,3.074991703,0,3.161878824,3.257470846,3.922487497,3.497525215,2.917357922,0,3.131236553,3.220121861,4.039999962,453.2000122,472.3999939,21,18,1.61740613,6.118537426,6.15994072,2.944438934,89081.94531,11.39732361,0.006711409,0.044742729,0.006688988,0.043770663,854,6.751101494,88.62572044,2.207807914,0.548748036,2.193827073,6.43351731,0,0,0,0,1,34.0651,32.4927,3.557206392,3.511327505,6.418365002
145,Union,G090013077830,2015,25540,Connecticut,53.08991623,32.44021225,20.64970207,0,22.61492157,25.16708946,3.990647793,3.509759188,3.074991703,0,3.161878824,3.264502525,3.990647793,3.509759188,3.074991703,0,3.161878824,3.257470846,6.059999943,430.6000061,458.3999939,6,6,1.954445004,6.067499161,6.129921436,1.945910096,100213.4531,11.51506805,0.015810277,0.053359684,0.015686596,0.051984753,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,34.0651,32.4927,3.557206392,3.511327505,6.418365002
146,Vernon,G090013078250,1990,25540,Connecticut,14.9714365,12.73543072,2.23600626,0,9.2202034,10.06800938,2.770802021,2.619978666,1.17433989,0,2.32436657,2.404058933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72235.78125,11.18770504,NA,NA,NA,NA,29842.58984,10.30372524,45.24884598,5.06802456,5.352572221,40.20197024,4.129786326,0,0,1,0,0,19.9926,8.61502,3.044169903,2.263326406,10.30372524
146,Vernon,G090013078250,1995,25540,Connecticut,15.60397816,13.36797333,2.23600626,0,9.654547691,10.69720268,2.809642315,2.665001631,1.17433989,0,2.365986824,2.459349632,2.770802021,2.619978666,1.17433989,0,2.32436657,2.404058933,6.539999962,16663.40039,17830.80078,100,100,2.020222187,9.721030235,9.788738251,4.615120411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132660734,0,1,0,0,19.9926,8.61502,3.044169903,2.263326406,10.30372524
146,Vernon,G090013078250,2000,25540,Connecticut,15.90582943,13.46218109,2.443649054,0,10.85198212,11.87938595,2.827658415,2.671537161,1.236531734,0,2.472495079,2.555628061,2.809642315,2.665001631,1.17433989,0,2.365986824,2.459349632,4.039999962,16012.40039,16685.80078,170,168,1.61740613,9.681180954,9.722373009,5.129898548,66666.35938,11.10747051,0.002667014,0.07786379,0.002663463,0.074981108,28065.33008,10.24232578,44.81817925,5.143006714,5.29681626,40.58841672,4.154780377,0,0,1,0,0,19.9926,8.61502,3.044169903,2.263326406,10.30372524
146,Vernon,G090013078250,2005,25540,Connecticut,17.92457962,15.007967,2.91661334,0,11.91558933,13.15959358,2.940461636,2.773086548,1.365227342,0,2.558434963,2.650392294,2.827658415,2.671537161,1.236531734,0,2.472495079,2.555628061,3.74000001,15637.40039,16244.40039,750,558,1.556037188,9.657485008,9.695565224,6.326149464,NA,NA,NA,NA,NA,NA,NA,NA,44.59900065,4.793089995,5.61404845,40.80759533,4.187464906,0,0,1,0,0,19.9926,8.61502,3.044169903,2.263326406,10.30372524
146,Vernon,G090013078250,2010,25540,Connecticut,17.92457962,15.007967,2.91661334,0,12.69563007,13.71508408,2.940461636,2.773086548,1.365227342,0,2.617076874,2.688873053,2.940461636,2.773086548,1.365227342,0,2.558434963,2.650392294,5.079999924,16437.59961,17323.19922,705,111,1.805004716,9.707387924,9.759860039,4.718498707,68115.45313,11.12897396,0.000546813,0.087064828,0.000546664,0.083481245,29179,10.28123856,44.24908393,4.650816165,5.885137776,40.84797033,4.368191123,0,0,1,0,0,19.9926,8.61502,3.044169903,2.263326406,10.30372524
146,Vernon,G090013078250,2015,25540,Connecticut,17.92457962,15.007967,2.91661334,0,12.69563007,13.72104454,2.940461636,2.773086548,1.365227342,0,2.617076874,2.689278126,2.940461636,2.773086548,1.365227342,0,2.617076874,2.688873053,7.699999809,15730.7998,17045.59961,288,288,2.163322926,9.663439751,9.74370575,5.666426659,62680.84375,11.04582691,0.00595316,0.073596755,0.00593551,0.071014464,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,19.9926,8.61502,3.044169903,2.263326406,10.30372524
147,Voluntown,G090011078600,1990,35980,Connecticut,64.17306519,63.13824081,1.034824133,0,20.11704445,16.3100853,4.177046299,4.161040783,0.710409343,0,3.050080538,2.851289272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63605.19141,11.06046581,NA,NA,NA,NA,2113,7.656337261,85.54545889,5.039637028,0.09780616,3.253801346,6.061362088,0,0,0,0,1,43.4948,19.0041,3.795372248,2.995937347,7.656337261
147,Voluntown,G090011078600,1995,35980,Connecticut,64.17306519,63.13824081,1.034824133,0,20.28719711,16.45538712,4.177046299,4.161040783,0.710409343,0,3.058105946,2.859648466,4.177046299,4.161040783,0.710409343,0,3.050080538,2.851289272,9.800000191,1174.199951,1302,74,74,2.379546165,7.069193363,7.172424793,4.317488194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154568663,0,0,0,1,43.4948,19.0041,3.795372248,2.995937347,7.656337261
147,Voluntown,G090011078600,2000,35980,Connecticut,64.17306519,63.13824081,1.034824133,0,20.87916946,17.08405685,4.177046299,4.161040783,0.710409343,0,3.085535049,2.895030737,4.177046299,4.161040783,0.710409343,0,3.058105946,2.859648466,7.760000229,1236.400024,1340.599976,99,99,2.170195818,7.120767593,7.201618195,4.60517025,79194.88281,11.2796793,0.032616753,0.162342474,0.032096118,0.15043734,2528,7.835579395,85.16471348,5.225643385,0.111778468,3.232842883,6.263087292,0,0,0,0,1,43.4948,19.0041,3.795372248,2.995937347,7.656337261
147,Voluntown,G090011078600,2005,35980,Connecticut,64.17306519,63.13824081,1.034824133,0,22.60417175,18.62444878,4.177046299,4.161040783,0.710409343,0,3.161423445,2.976776123,4.177046299,4.161040783,0.710409343,0,3.085535049,2.895030737,4.099999905,1457.599976,1520,67,67,1.629240513,7.285232544,7.327123165,4.219507694,NA,NA,NA,NA,NA,NA,NA,NA,84.86954847,5.225643385,0.12138443,3.238082499,6.543406732,0,0,0,0,1,43.4948,19.0041,3.795372248,2.995937347,7.656337261
147,Voluntown,G090011078600,2010,35980,Connecticut,65.08126831,63.15658188,1.924685597,0,24.27035713,20.17898178,4.190885544,4.161326885,1.073186994,0,3.229632139,3.053009272,4.177046299,4.161040783,0.710409343,0,3.161423445,2.976776123,5.739999771,1536.599976,1630.800049,33,33,1.908059835,7.337977886,7.397439003,3.526360512,82470.27344,11.32020569,0.02811245,0.147925033,0.027724547,0.137955993,2603,7.864803791,84.75777,5.168007612,0.116144815,3.264280577,6.69186251,0,0,0,0,1,43.4948,19.0041,3.795372248,2.995937347,7.656337261
147,Voluntown,G090011078600,2015,35980,Connecticut,65.08126831,63.15658188,1.924685597,0,24.4776001,20.45563507,4.190885544,4.161326885,1.073186994,0,3.237799644,3.065987349,4.190885544,4.161326885,1.073186994,0,3.229632139,3.053009272,9.220000267,1397.400024,1539.599976,12,12,2.324346542,7.243083954,7.339927197,2.564949274,79459.92188,11.28302097,0.020512821,0.134798535,0.020305267,0.126455128,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,43.4948,19.0041,3.795372248,2.995937347,7.656337261
148,Wallingford,G090009078740,1990,35300,Connecticut,17.29097176,12.51654053,4.774431705,0,16.48917389,17.88843346,2.906407595,2.603914261,1.753439784,0,2.861582041,2.938549757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76226.8125,11.24148178,NA,NA,NA,NA,40775.39844,10.61585903,32.77867682,20.54888094,6.490542325,35.3593799,4.8171381,0,1,0,0,0,19.3086,0,3.011044502,0,10.61585903
148,Wallingford,G090009078740,1995,35300,Connecticut,17.29097176,12.51654053,4.774431705,0,17.34183693,18.32624435,2.906407595,2.603914261,1.753439784,0,2.909184694,2.961463928,2.906407595,2.603914261,1.753439784,0,2.861582041,2.938549757,6.099999905,22240.40039,23682.59961,668,668,1.96009481,10.00971031,10.07253838,6.505784035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156881646,1,0,0,0,19.3086,0,3.011044502,0,10.61585903
148,Wallingford,G090009078740,2000,35300,Connecticut,17.29097176,12.51654053,4.774431705,0,18.09496307,18.83617401,2.906407595,2.603914261,1.753439784,0,2.949424505,2.987507343,2.906407595,2.603914261,1.753439784,0,2.909184694,2.961463928,4.239999771,21869.80078,22830.59961,850,850,1.656321406,9.992907524,10.03590107,6.746412277,79900.35938,11.28854847,0.003743983,0.052415762,0.003736992,0.051088247,42974.62891,10.66838837,32.31413284,20.31268691,6.82348004,35.83525423,4.709064077,0,1,0,0,0,19.3086,0,3.011044502,0,10.61585903
148,Wallingford,G090009078740,2005,35300,Connecticut,17.29097176,12.51654053,4.774431705,0,18.97527504,19.44270706,2.906407595,2.603914261,1.753439784,0,2.994495153,3.017626286,2.906407595,2.603914261,1.753439784,0,2.949424505,2.987507343,3.559999943,23050.59961,23902.40039,702,702,1.517322659,10.04549026,10.08177567,6.555356979,NA,NA,NA,NA,NA,NA,NA,NA,31.99601172,20.24296173,7.033527133,35.88754811,4.834569394,0,1,0,0,0,19.3086,0,3.011044502,0,10.61585903
148,Wallingford,G090009078740,2010,35300,Connecticut,17.29097176,12.51654053,4.774431705,0,19.18964386,19.54998589,2.906407595,2.603914261,1.753439784,0,3.005169868,3.022860289,2.906407595,2.603914261,1.753439784,0,2.994495153,3.017626286,4.840000153,24002.19922,25229.59961,449,449,1.764730811,10.08594227,10.13581276,6.109247684,79501.65625,11.28354549,0.004563628,0.081458746,0.004553246,0.078310817,45135,10.71743584,31.70665224,20.17585125,7.388253966,35.81520824,4.908652393,0,1,0,0,0,19.3086,0,3.011044502,0,10.61585903
148,Wallingford,G090009078740,2015,35300,Connecticut,17.29097176,12.51654053,4.774431705,0,19.18964386,19.54998589,2.906407595,2.603914261,1.753439784,0,3.005169868,3.022860289,2.906407595,2.603914261,1.753439784,0,3.005169868,3.022860289,7.119999886,24217,26066,193,171,2.094330072,10.09485149,10.16842556,5.147494316,77419.375,11.25700569,0.00597497,0.065684296,0.00595719,0.063617125,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,19.3086,0,3.011044502,0,10.61585903
149,Warren,G090005079510,1990,45860,Connecticut,11.9551096,8.306014061,3.649096251,0,22.33542442,18.57694435,2.561490297,2.230660915,1.536672831,0,3.149972439,2.974352598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83517.5625,11.33282375,NA,NA,NA,NA,1226,7.112327576,81.48596659,7.428111471,0.127396716,3.370336874,7.599655564,0,0,0,0,1,32.6824,20.7481,3.516975403,3.079526424,7.112327576
149,Warren,G090005079510,1995,45860,Connecticut,12.23891449,8.350161552,3.888753414,0,23.19917107,19.46344376,2.583160639,2.235393524,1.586937308,0,3.186318398,3.018640041,2.561490297,2.230660915,1.536672831,0,3.149972439,2.974352598,2.980000019,663.5999756,684.2000122,41,41,1.381281853,6.499185085,6.52971077,3.737669706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052976852,0,0,0,1,32.6824,20.7481,3.516975403,3.079526424,7.112327576
149,Warren,G090005079510,2000,45860,Connecticut,13.93669605,9.395823479,4.540873528,0,25.3690567,21.02384377,2.703820944,2.3414042,1.712152123,0,3.272191286,3.092125654,2.583160639,2.235393524,1.586937308,0,3.186318398,3.018640041,2.140000105,665.4000244,679.7999878,42,15,1.144222856,6.501890182,6.5232687,2.77258873,87554.66406,11.38002968,0.006051437,0.101361573,0.006033201,0.096547209,1254,7.134891033,81.40397861,7.481088323,0.127396716,3.345109802,7.653893769,0,0,0,0,1,32.6824,20.7481,3.516975403,3.079526424,7.112327576
149,Warren,G090005079510,2005,45860,Connecticut,14.73891735,9.395823479,5.343093872,0,27.29005241,23.13912582,2.756136417,2.3414042,1.847366691,0,3.342510223,3.183834076,2.703820944,2.3414042,1.712152123,0,3.272191286,3.092125654,2.74000001,674.7999878,693.7999878,59,0,1.319085598,6.515897274,6.543623924,0,NA,NA,NA,NA,NA,NA,NA,NA,81.25892294,7.510099457,0.126135362,3.439711323,7.676598135,0,0,0,0,1,32.6824,20.7481,3.516975403,3.079526424,7.112327576
149,Warren,G090005079510,2010,45860,Connecticut,15.20183372,9.405914307,5.795919895,0,29.00440598,24.35380173,2.78512454,2.342374325,1.91632247,0,3.401344299,3.232928753,2.756136417,2.3414042,1.847366691,0,3.342510223,3.183834076,4.179999828,710.2000122,741.2000122,37,37,1.644805074,6.566953659,6.609618664,3.637586117,97939.85938,11.49211884,0.029776675,0.084367246,0.029341958,0.080996633,1461,7.287560463,81.09116291,7.523974347,0.126135362,3.522960662,7.747233937,0,0,0,0,1,32.6824,20.7481,3.516975403,3.079526424,7.112327576
149,Warren,G090005079510,2015,45860,Connecticut,15.49825191,9.405914307,6.092338085,0,29.11685944,24.7341938,2.803254366,2.342374325,1.959015012,0,3.405085087,3.247820616,2.78512454,2.342374325,1.91632247,0,3.401344299,3.232928753,5.760000229,741,786.4000244,11,11,1.911022902,6.609349251,6.668736458,2.484906673,94986.65625,11.46150208,0.015006821,0.080491132,0.014895333,0.07741569,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,32.6824,20.7481,3.516975403,3.079526424,7.112327576
150,Washington,G090005079720,1990,45860,Connecticut,10.10738659,2.872152328,7.235234261,0,17.76882362,14.80759048,2.407610416,1.353810549,2.108421803,0,2.932197094,2.760490179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86776.30469,11.37110043,NA,NA,NA,NA,3905,8.270269394,73.60407856,15.23841464,0.308437166,7.01222456,3.837030289,0,0,0,1,0,25.3233,25.3233,3.270454407,3.270454407,8.270269394
150,Washington,G090005079720,1995,45860,Connecticut,10.92748833,2.872152328,8.055335045,0,18.38643837,15.33439732,2.478845596,1.353810549,2.20335412,0,2.96457386,2.793273211,2.407610416,1.353810549,2.108421803,0,2.932197094,2.760490179,4.099999905,2069,2158,71,71,1.629240513,7.635303974,7.677400589,4.276666164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135784292,0,0,1,0,25.3233,25.3233,3.270454407,3.270454407,8.270269394
150,Washington,G090005079720,2000,45860,Connecticut,12.26464844,2.872152328,9.392496109,0,20.27706718,17.04747391,2.585102558,1.353810549,2.341084003,0,3.057629824,2.89300561,2.478845596,1.353810549,2.20335412,0,2.96457386,2.793273211,2.380000114,2038.599976,2088.399902,93,53,1.217875719,7.620509148,7.644632339,3.988984108,91026.28906,11.41891479,0.028032346,0.054447439,0.027646631,0.053016875,3596,8.187855721,73.45930194,15.55044874,0.314731802,6.866548697,3.809154044,0,0,0,1,0,25.3233,25.3233,3.270454407,3.270454407,8.270269394
150,Washington,G090005079720,2005,45860,Connecticut,14.10448074,3.164403439,10.94007683,0,22.8497448,19.20453835,2.714991331,1.426573038,2.479900599,0,3.171773434,3.005907297,2.585102558,1.353810549,2.341084003,0,3.057629824,2.89300561,2.960000038,1866.199951,1923,43,0,1.376244068,7.532195091,7.562161446,0,NA,NA,NA,NA,NA,NA,NA,NA,73.18863259,15.6026043,0.338111879,6.919603486,3.951232972,0,0,0,1,0,25.3233,25.3233,3.270454407,3.270454407,8.270269394
150,Washington,G090005079720,2010,45860,Connecticut,15.52796745,3.186884403,12.34108353,0,23.98292732,19.99297714,2.805053949,1.431956887,2.590848207,0,3.218192577,3.044188023,2.714991331,1.426573038,2.479900599,0,3.171773434,3.005907297,4.079999924,1853.199951,1932,57,42,1.625311255,7.525208473,7.566828251,3.76120019,75154.07813,11.22730923,0.011061947,0.126106195,0.011001211,0.118765838,3578,8.18283844,72.9143663,15.70152001,0.349801918,6.99064295,4.043854045,0,0,0,1,0,25.3233,25.3233,3.270454407,3.270454407,8.270269394
150,Washington,G090005079720,2015,45860,Connecticut,15.52796745,3.186884403,12.34108353,0,24.54197884,20.34663773,2.805053949,1.431956887,2.590848207,0,3.240323305,3.060894251,2.805053949,1.431956887,2.590848207,0,3.218192577,3.044188023,5.599999905,1922.800049,2037.400024,24,24,1.887069583,7.562057495,7.619920254,3.218875885,85044.23438,11.3509388,0.002270148,0.045402951,0.002267575,0.044402409,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,25.3233,25.3233,3.270454407,3.270454407,8.270269394
151,Waterbury,G090009080070,1990,35300,Connecticut,8.66191864,8.392996788,0.268921643,0,12.61602211,11.36018658,2.268192291,2.239964485,0.23816745,0,2.611247301,2.514480591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54400.88672,10.90415382,NA,NA,NA,NA,108961.6797,11.5987606,26.91857719,3.342311966,20.37081517,44.93992954,4.43120455,0,1,0,0,0,0,0,0,0,11.5987606
151,Waterbury,G090009080070,1995,35300,Connecticut,8.684728622,8.41580677,0.268921643,0,13.04321766,11.62646103,2.270550251,2.242389917,0.23816745,0,2.642139435,2.535794735,2.268192291,2.239964485,0.23816745,0,2.611247301,2.514480591,9.319999695,51493.60156,56798,930,930,2.334083796,10.84923267,10.94727421,6.836259365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103246706,1,0,0,0,0,0,0,0,11.5987606
151,Waterbury,G090009080070,2000,35300,Connecticut,8.684728622,8.41580677,0.268921643,0,14.00246143,12.79424763,2.270550251,2.242389917,0.23816745,0,2.708214283,2.624251604,2.270550251,2.242389917,0.23816745,0,2.642139435,2.535794735,6.380000114,50651,54123.80078,423,418,1.998773694,10.83273411,10.89904785,6.037870884,47801.07031,10.77482414,0.002506376,0.066616833,0.00250324,0.064491801,107275.4063,11.58316422,26.51039254,3.314699475,20.4524521,45.32530387,4.39999043,0,1,0,0,0,0,0,0,0,11.5987606
151,Waterbury,G090009080070,2005,35300,Connecticut,8.737552643,8.41580677,0.321745545,0,14.85935307,13.45113945,2.275989771,2.242389917,0.278953254,0,2.763759375,2.670773268,2.270550251,2.242389917,0.23816745,0,2.708214283,2.624251604,6.539999962,45781,48985.60156,438,438,2.020222187,10.73164654,10.7993021,6.084499359,NA,NA,NA,NA,NA,NA,NA,NA,26.21866057,3.361520656,20.6529428,45.22565879,4.544055601,0,1,0,0,0,0,0,0,0,11.5987606
151,Waterbury,G090009080070,2010,35300,Connecticut,8.87561512,8.41580677,0.459808022,0,15.49952888,13.82771873,2.290068626,2.242389917,0.378304929,0,2.803331852,2.696498394,2.275989771,2.242389917,0.278953254,0,2.763759375,2.670773268,8.840000153,45341.39844,49751,579,579,2.286455631,10.72199821,10.81480598,6.363028049,44873.73047,10.71162987,0.001783174,0.079351264,0.001781587,0.076360181,110366,11.61156654,25.53915318,3.344713052,21.05632528,45.21245282,4.850194089,0,1,0,0,0,0,0,0,0,11.5987606
151,Waterbury,G090009080070,2015,35300,Connecticut,8.87561512,8.41580677,0.459808022,0,15.49952888,13.82771873,2.290068626,2.242389917,0.378304929,0,2.803331852,2.696498394,2.290068626,2.242389917,0.378304929,0,2.803331852,2.696498394,12.77999973,45493.39844,52153.39844,200,200,2.623218298,10.72534466,10.86196423,5.303304672,42302.58984,10.65262699,0.003138512,0.089239076,0.003133597,0.085479356,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,11.5987606
152,Waterford,G090011080280,1990,35980,Connecticut,11.11226177,9.854826927,1.257434845,0,14.83147621,15.75357914,2.494218349,2.384609938,0.814229131,0,2.762000084,2.81861186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78692.69531,11.27331829,NA,NA,NA,NA,17929.84961,9.794278145,56.76987355,4.449384785,2.887518364,27.88654459,8.022128768,0,0,0,1,0,62.6862,10.1353,4.153967857,2.410120249,9.794278145
152,Waterford,G090011080280,1995,35980,Connecticut,11.11226177,9.854826927,1.257434845,0,14.83147621,15.81699657,2.494218349,2.384609938,0.814229131,0,2.762000084,2.822390079,2.494218349,2.384609938,0.814229131,0,2.762000084,2.81861186,5.78000021,9528,10114.59961,289,289,1.913977146,9.16209507,9.221834183,5.669880867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080435103,0,0,1,0,62.6862,10.1353,4.153967857,2.410120249,9.794278145
152,Waterford,G090011080280,2000,35980,Connecticut,11.11226177,9.854826927,1.257434845,0,14.85229397,16.30680275,2.494218349,2.384609938,0.814229131,0,2.763314247,2.85109973,2.494218349,2.384609938,0.814229131,0,2.762000084,2.822390079,4.260000229,9961.599609,10404.7998,484,458,1.660131097,9.206593513,9.250118256,6.129050255,78142.24219,11.26629925,0.004110774,0.090653397,0.004102348,0.086776964,19151.83984,9.860206604,56.52245925,4.448366619,3.221476764,27.83054547,7.992601959,0,0,0,1,0,62.6862,10.1353,4.153967857,2.410120249,9.794278145
152,Waterford,G090011080280,2005,35980,Connecticut,11.11226177,9.854826927,1.257434845,0,14.85229397,16.97358704,2.494218349,2.384609938,0.814229131,0,2.763314247,2.888903141,2.494218349,2.384609938,0.814229131,0,2.763314247,2.85109973,3.480000019,9640.599609,9989.400391,314,302,1.49962306,9.17384243,9.20938015,5.713732719,NA,NA,NA,NA,NA,NA,NA,NA,56.02661248,4.503347575,3.52692652,27.88145376,8.077109724,0,0,0,1,0,62.6862,10.1353,4.153967857,2.410120249,9.794278145
152,Waterford,G090011080280,2010,35980,Connecticut,11.11226177,9.854826927,1.257434845,0,14.92419434,17.82716179,2.494218349,2.384609938,0.814229131,0,2.76783967,2.935300589,2.494218349,2.384609938,0.814229131,0,2.763314247,2.888903141,4.820000172,9986.799805,10492.59961,194,194,1.761300325,9.209119797,9.25852108,5.272999763,77821.71094,11.26218891,0.007799552,0.109973677,0.007769292,0.104336299,19517,9.879092216,55.81687031,4.422912472,3.686778559,27.88858092,8.200307793,0,0,0,1,0,62.6862,10.1353,4.153967857,2.410120249,9.794278145
152,Waterford,G090011080280,2015,35980,Connecticut,11.11226177,9.854826927,1.257434845,0,14.98450184,17.93156052,2.494218349,2.384609938,0.814229131,0,2.771619558,2.940830469,2.494218349,2.384609938,0.814229131,0,2.76783967,2.935300589,7.380000114,9660.799805,10431.59961,67,67,2.125847816,9.175934792,9.252690315,4.219507694,79401.38281,11.28228378,0.003031887,0.144276006,0.0030273,0.134772122,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,62.6862,10.1353,4.153967857,2.410120249,9.794278145
153,Watertown,G090005080490,1990,45860,Connecticut,13.97568512,12.31070709,1.664977551,0,12.58388138,13.26201725,2.706427813,2.588568687,0.980195642,0,2.608883858,2.657599926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81536.29688,11.30881596,NA,NA,NA,NA,20459.83984,9.926267624,48.35264537,18.29826878,2.243127543,26.50540734,4.591052121,0,0,0,1,0,9.35481,9.35481,2.33745122,2.33745122,9.926267624
153,Watertown,G090005080490,1995,45860,Connecticut,14.19234467,12.3719368,1.820406914,0,12.94705391,13.89416599,2.720791578,2.593158245,1.036881208,0,2.635268211,2.700969696,2.706427813,2.588568687,0.980195642,0,2.608883858,2.657599926,6.78000021,11573.59961,12418,434,434,2.051556349,9.356568336,9.42698288,6.075345993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121281962,0,0,1,0,9.35481,9.35481,2.33745122,2.33745122,9.926267624
153,Watertown,G090005080490,2000,45860,Connecticut,14.50555801,12.6851511,1.820406914,0,14.51523304,15.12045002,2.74119854,2.616311312,1.036881208,0,2.741822243,2.780088663,2.720791578,2.593158245,1.036881208,0,2.635268211,2.700969696,3.920000076,11888.40039,12372,396,396,1.593308568,9.383402824,9.423272133,5.98393631,82844.96875,11.3247385,0.004674546,0.055565357,0.004663654,0.054076508,21664,9.983453751,47.8263052,18.134597,2.431526707,26.99053519,4.607537048,0,0,0,1,0,9.35481,9.35481,2.33745122,2.33745122,9.926267624
153,Watertown,G090005080490,2005,45860,Connecticut,14.76460743,12.79230404,1.972303748,0,16.85883904,17.02810287,2.757767439,2.624110699,1.089337349,0,2.882498503,2.891931772,2.74119854,2.616311312,1.036881208,0,2.741822243,2.780088663,3.960000038,11549,12028.2002,308,289,1.60140574,9.354440689,9.39509201,5.669880867,NA,NA,NA,NA,NA,NA,NA,NA,47.34824233,17.95208531,2.541033721,27.40030337,4.74883642,0,0,0,1,0,9.35481,9.35481,2.33745122,2.33745122,9.926267624
153,Watertown,G090005080490,2010,45860,Connecticut,14.92474651,12.86766338,2.057083368,0,17.75805283,17.62773895,2.767874241,2.629559755,1.117461324,0,2.93162322,2.924651861,2.757767439,2.624110699,1.089337349,0,2.882498503,2.891931772,5.460000038,11590.59961,12259.40039,232,49,1.865629315,9.358036041,9.414130211,3.912023067,86696.34375,11.37017822,0.010889292,0.071027883,0.01083043,0.068618827,22514,10.02193737,46.9926389,17.74955621,2.631700818,27.61696241,4.999642807,0,0,0,1,0,9.35481,9.35481,2.33745122,2.33745122,9.926267624
153,Watertown,G090005080490,2015,45860,Connecticut,14.92474651,12.86766338,2.057083368,0,18.0697422,17.80034828,2.767874241,2.629559755,1.117461324,0,2.948102951,2.933875322,2.767874241,2.629559755,1.117461324,0,2.93162322,2.924651861,6.900000095,12172.40039,13079.2002,122,61,2.066862822,9.407008171,9.478855133,4.127134323,82292.84375,11.31805134,0.007017247,0.058420697,0.006992741,0.056777887,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,9.35481,9.35481,2.33745122,2.33745122,9.926267624
154,West Hartford,G090003082590,1990,25540,Connecticut,7.597213268,7.512921333,0.084292077,0,13.89544582,12.3497839,2.151437998,2.141585112,0.080927305,0,2.701055527,2.591500282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88447.54688,11.39017582,NA,NA,NA,NA,60116.19141,11.00405121,25.18771968,8.589986454,10.51465542,53.0181519,2.69266339,0,1,0,0,0,5.79241,0,1.915805817,0,11.00405121
